datetime,open,high,low,close,volume,symbol
2025-01-31 09:15:00,4110.0,4120.1,4092.0,4103.45,50151,TCS
2025-01-31 09:20:00,4104.85,4114.0,4098.85,4111.3,17496,TCS
2025-01-31 09:25:00,4111.15,4120.0,4108.0,4116.85,13446,TCS
2025-01-31 09:30:00,4116.6,4120.0,4113.0,4114.5,8881,TCS
2025-01-31 09:35:00,4113.35,4124.75,4112.4,4119.8,18015,TCS
2025-01-31 09:40:00,4119.9,4128.45,4119.65,4122.35,10191,TCS
2025-01-31 09:45:00,4122.35,4124.95,4115.8,4120.0,11488,TCS
2025-01-31 09:50:00,4120.9,4123.0,4108.1,4108.95,12726,TCS
2025-01-31 09:55:00,4109.9,4114.95,4108.8,4112.45,7871,TCS
2025-01-31 10:00:00,4111.5,4114.6,4106.85,4111.45,8762,TCS
2025-01-31 10:05:00,4111.0,4111.15,4092.65,4095.6,17219,TCS
2025-01-31 10:10:00,4095.55,4100.0,4085.25,4099.3,15009,TCS
2025-01-31 10:15:00,4099.25,4103.0,4093.05,4100.6,13256,TCS
2025-01-31 10:20:00,4100.35,4114.0,4099.15,4113.25,19230,TCS
2025-01-31 10:25:00,4112.8,4113.0,4104.05,4108.85,10218,TCS
2025-01-31 10:30:00,4107.5,4108.85,4102.05,4105.2,5731,TCS
2025-01-31 10:35:00,4105.15,4107.9,4104.0,4104.15,3283,TCS
2025-01-31 10:40:00,4104.15,4110.0,4103.2,4106.35,7099,TCS
2025-01-31 10:45:00,4106.35,4108.1,4102.0,4105.95,5916,TCS
2025-01-31 10:50:00,4105.65,4106.0,4103.0,4105.3,3390,TCS
2025-01-31 10:55:00,4104.1,4105.45,4098.0,4098.4,8525,TCS
2025-01-31 11:00:00,4098.35,4102.3,4097.65,4100.1,8929,TCS
2025-01-31 11:05:00,4100.0,4100.1,4095.0,4096.75,7067,TCS
2025-01-31 11:10:00,4096.8,4102.05,4095.85,4101.15,8749,TCS
2025-01-31 11:15:00,4100.8,4108.0,4099.0,4100.2,11066,TCS
2025-01-31 11:20:00,4101.0,4101.0,4088.3,4097.8,15364,TCS
2025-01-31 11:25:00,4097.75,4103.35,4095.35,4099.35,7499,TCS
2025-01-31 11:30:00,4098.65,4102.4,4097.9,4099.15,6587,TCS
2025-01-31 11:35:00,4099.3,4099.55,4094.25,4098.3,5735,TCS
2025-01-31 11:40:00,4097.0,4098.0,4094.0,4096.7,4347,TCS
2025-01-31 11:45:00,4097.9,4105.0,4095.05,4101.2,15445,TCS
2025-01-31 11:50:00,4102.0,4108.0,4095.0,4096.8,27580,TCS
2025-01-31 11:55:00,4097.8,4102.2,4096.7,4099.05,3704,TCS
2025-01-31 12:00:00,4099.95,4102.7,4097.2,4099.45,4324,TCS
2025-01-31 12:05:00,4098.45,4099.3,4096.05,4097.8,2929,TCS
2025-01-31 12:10:00,4097.75,4100.0,4097.55,4098.3,3319,TCS
2025-01-31 12:15:00,4098.25,4100.0,4095.35,4096.05,3555,TCS
2025-01-31 12:20:00,4096.15,4097.9,4094.75,4095.35,4331,TCS
2025-01-31 12:25:00,4094.8,4095.0,4090.9,4093.0,4637,TCS
2025-01-31 12:30:00,4093.05,4099.5,4093.0,4097.2,9608,TCS
2025-01-31 12:35:00,4097.25,4099.05,4095.65,4098.95,9398,TCS
2025-01-31 12:40:00,4098.95,4107.1,4097.0,4100.55,21161,TCS
2025-01-31 12:45:00,4100.2,4102.05,4093.75,4096.5,8762,TCS
2025-01-31 12:50:00,4096.45,4098.5,4094.05,4098.2,7093,TCS
2025-01-31 12:55:00,4097.1,4099.0,4096.0,4097.85,5817,TCS
2025-01-31 13:00:00,4097.15,4099.95,4097.1,4099.95,9105,TCS
2025-01-31 13:05:00,4099.0,4105.6,4098.9,4103.25,43518,TCS
2025-01-31 13:10:00,4103.25,4104.0,4099.0,4101.25,38817,TCS
2025-01-31 13:15:00,4101.35,4108.2,4101.1,4102.75,15626,TCS
2025-01-31 13:20:00,4102.95,4108.9,4101.95,4102.2,29591,TCS
2025-01-31 13:25:00,4102.25,4113.95,4101.1,4111.25,14977,TCS
2025-01-31 13:30:00,4111.3,4113.95,4110.45,4113.35,14760,TCS
2025-01-31 13:35:00,4113.35,4113.95,4103.55,4104.75,21735,TCS
2025-01-31 13:40:00,4104.8,4113.95,4104.75,4112.6,14333,TCS
2025-01-31 13:45:00,4112.9,4113.95,4103.4,4104.25,9196,TCS
2025-01-31 13:50:00,4104.3,4105.85,4100.2,4101.5,11131,TCS
2025-01-31 13:55:00,4101.55,4105.5,4100.75,4104.45,13127,TCS
2025-01-31 14:00:00,4104.5,4108.7,4103.1,4106.1,7580,TCS
2025-01-31 14:05:00,4104.6,4107.1,4098.0,4098.65,9017,TCS
2025-01-31 14:10:00,4100.25,4103.0,4093.05,4101.3,176575,TCS
2025-01-31 14:15:00,4102.7,4103.0,4098.6,4101.25,11298,TCS
2025-01-31 14:20:00,4102.1,4103.0,4099.0,4100.5,10589,TCS
2025-01-31 14:25:00,4100.55,4103.0,4100.35,4102.1,7212,TCS
2025-01-31 14:30:00,4102.1,4102.85,4099.85,4101.4,6134,TCS
2025-01-31 14:35:00,4101.4,4105.0,4100.2,4100.85,18178,TCS
2025-01-31 14:40:00,4101.0,4106.9,4099.3,4104.85,21056,TCS
2025-01-31 14:45:00,4104.95,4106.0,4100.65,4105.05,14613,TCS
2025-01-31 14:50:00,4105.05,4110.0,4102.9,4106.2,24343,TCS
2025-01-31 14:55:00,4106.25,4108.95,4102.55,4105.25,17511,TCS
2025-01-31 15:00:00,4105.25,4115.85,4105.25,4115.45,77699,TCS
2025-01-31 15:05:00,4115.85,4117.95,4105.0,4109.55,81764,TCS
2025-01-31 15:10:00,4109.55,4113.5,4105.6,4109.45,68885,TCS
2025-01-31 15:15:00,4110.15,4120.0,4110.0,4118.05,67517,TCS
2025-01-31 15:20:00,4119.75,4120.0,4111.4,4112.5,87562,TCS
2025-01-31 15:25:00,4112.45,4121.0,4105.7,4114.15,71977,TCS
