company_name,industry,symbol,Series,isin,index_code,scrape_date
Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017,NIFTY100,2026-02-03
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,NIFTY100,2026-02-03
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,NIFTY100,2026-02-03
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,NIFTY100,2026-02-03
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,NIFTY100,2026-02-03
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,NIFTY100,2026-02-03
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,NIFTY100,2026-02-03
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,NIFTY100,2026-02-03
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022,NIFTY100,2026-02-03
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,NIFTY100,2026-02-03
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,NIFTY100,2026-02-03
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,NIFTY100,2026-02-03
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,NIFTY100,2026-02-03
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,NIFTY100,2026-02-03
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,NIFTY100,2026-02-03
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,NIFTY100,2026-02-03
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,NIFTY100,2026-02-03
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039,NIFTY100,2026-02-03
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,NIFTY100,2026-02-03
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,NIFTY100,2026-02-03
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,NIFTY100,2026-02-03
