company_name,industry,symbol,Series,isin,index_code,scrape_date
NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,INE0ONG01011,NIFTYMIDCAP100,2026-02-03
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,NIFTYMIDCAP100,2026-02-03
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,NIFTYMIDCAP100,2026-02-03
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,NIFTYMIDCAP100,2026-02-03
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,NIFTYMIDCAP100,2026-02-03
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,NIFTYMIDCAP100,2026-02-03
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,NIFTYMIDCAP100,2026-02-03
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,NIFTYMIDCAP100,2026-02-03
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,NIFTYMIDCAP100,2026-02-03
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,NIFTYMIDCAP100,2026-02-03
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021,NIFTYMIDCAP100,2026-02-03
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,NIFTYMIDCAP100,2026-02-03
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,NIFTYMIDCAP100,2026-02-03
Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011,NIFTYMIDCAP100,2026-02-03
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,NIFTYMIDCAP100,2026-02-03
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,NIFTYMIDCAP100,2026-02-03
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,NIFTYMIDCAP100,2026-02-03
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,NIFTYMIDCAP100,2026-02-03
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,NIFTYMIDCAP100,2026-02-03
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,NIFTYMIDCAP100,2026-02-03
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,NIFTYMIDCAP100,2026-02-03
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,NIFTYMIDCAP100,2026-02-03
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014,NIFTYMIDCAP100,2026-02-03
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,NIFTYMIDCAP100,2026-02-03
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,NIFTYMIDCAP100,2026-02-03
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,NIFTYMIDCAP100,2026-02-03
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,NIFTYMIDCAP100,2026-02-03
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,NIFTYMIDCAP100,2026-02-03
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,NIFTYMIDCAP100,2026-02-03
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,NIFTYMIDCAP100,2026-02-03
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019,NIFTYMIDCAP100,2026-02-03
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,NIFTYMIDCAP100,2026-02-03
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,NIFTYMIDCAP100,2026-02-03
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017,NIFTYMIDCAP100,2026-02-03
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,NIFTYMIDCAP100,2026-02-03
