company_name,industry,symbol,Series,isin,index_code,scrape_date
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,NIFTYLARGEMIDCAP250,2026-02-03
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,NIFTYLARGEMIDCAP250,2026-02-03
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,NIFTYLARGEMIDCAP250,2026-02-03
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,NIFTYLARGEMIDCAP250,2026-02-03
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,NIFTYLARGEMIDCAP250,2026-02-03
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,NIFTYLARGEMIDCAP250,2026-02-03
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01026,NIFTYLARGEMIDCAP250,2026-02-03
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022,NIFTYLARGEMIDCAP250,2026-02-03
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,NIFTYLARGEMIDCAP250,2026-02-03
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,NIFTYLARGEMIDCAP250,2026-02-03
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,NIFTYLARGEMIDCAP250,2026-02-03
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,NIFTYLARGEMIDCAP250,2026-02-03
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,NIFTYLARGEMIDCAP250,2026-02-03
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,NIFTYLARGEMIDCAP250,2026-02-03
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,NIFTYLARGEMIDCAP250,2026-02-03
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,NIFTYLARGEMIDCAP250,2026-02-03
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,NIFTYLARGEMIDCAP250,2026-02-03
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,NIFTYLARGEMIDCAP250,2026-02-03
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,NIFTYLARGEMIDCAP250,2026-02-03
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,NIFTYLARGEMIDCAP250,2026-02-03
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023,NIFTYLARGEMIDCAP250,2026-02-03
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,NIFTYLARGEMIDCAP250,2026-02-03
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,NIFTYLARGEMIDCAP250,2026-02-03
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,NIFTYLARGEMIDCAP250,2026-02-03
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,NIFTYLARGEMIDCAP250,2026-02-03
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,NIFTYLARGEMIDCAP250,2026-02-03
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039,NIFTYLARGEMIDCAP250,2026-02-03
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,NIFTYLARGEMIDCAP250,2026-02-03
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019,NIFTYLARGEMIDCAP250,2026-02-03
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,NIFTYLARGEMIDCAP250,2026-02-03
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,NIFTYLARGEMIDCAP250,2026-02-03
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017,NIFTYLARGEMIDCAP250,2026-02-03
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,NIFTYLARGEMIDCAP250,2026-02-03
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,NIFTYLARGEMIDCAP250,2026-02-03
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,NIFTYLARGEMIDCAP250,2026-02-03
